"Crop","State","Season","Area-2020-21","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Production-2020-21","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Yield-2020-21","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25"
"Ragi","Andhra Pradesh","Total","33000.00","30000.00","27000.00","27000.00","23000.00","39501.00","31140.00","31995.00","34047.00","33488.00","1197.00","1038.00","1185.00","1261.00","1456.00"
"Ragi","Arunachal Pradesh","Kharif","","0.00","27462.00","27760.00","27895.00","","0.00","28450.63","28787.12","28955.01","","0.00","1036.00","1037.00","1038.00"
"Ragi","Arunachal Pradesh","Total","","0.00","27462.00","27760.00","27895.00","","0.00","28450.63","28787.12","28955.01","","0.00","1036.00","1037.00","1038.00"
"Ragi","Assam","Kharif","","","","1054.00","1623.00","","0.00","","1084.57","1525.62","","","","1029.00","940.00"
"Ragi","Assam","Total","","","","1054.00","1623.00","","0.00","","1084.57","1525.62","","","","1029.00","940.00"
"Ragi","Bihar","Kharif","2765.00","2445.00","2352.00","2193.00","2480.00","2582.51","2391.21","2359.06","1910.10","2432.88","934.00","978.00","1003.00","871.00","981.00"
"Ragi","Bihar","Total","2765.00","2445.00","2352.00","2193.00","2480.00","2582.51","2391.21","2359.06","1910.10","2432.88","934.00","978.00","1003.00","871.00","981.00"
"Ragi","Chandigarh","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Chandigarh","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Chhattisgarh","Kharif","5480.00","3380.00","2950.00","2830.00","1920.00","1654.96","1014.00","864.35","775.42","645.12","302.00","300.00","293.00","274.00","336.00"
"Ragi","Chhattisgarh","Total","5480.00","3380.00","2950.00","2830.00","1920.00","1654.96","1014.00","864.35","775.42","645.12","302.00","300.00","293.00","274.00","336.00"
"Ragi","Dadra And Nagar Haveli","Kharif","845.00","845.00","845.00","850.00","850.00","1395.94","1408.62","1399.32","1423.75","1423.75","1652.00","1667.00","1656.00","1675.00","1675.00"
"Ragi","Dadra And Nagar Haveli","Total","845.00","845.00","845.00","850.00","850.00","1395.94","1408.62","1399.32","1423.75","1423.75","1652.00","1667.00","1656.00","1675.00","1675.00"
"Ragi","Daman And Diu","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Daman And Diu","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Delhi","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Delhi","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Goa","Kharif","","","","","","","0.00","","","","","","","",""
"Ragi","Goa","Total","","","","","","","0.00","","","","","","","",""
"Ragi","Gujarat","Kharif","10470.00","10000.00","10220.00","9930.00","9930.00","12616.35","9000.00","8298.64","8142.60","8291.55","1205.00","900.00","812.00","820.00","835.00"
"Ragi","Gujarat","Total","10470.00","10000.00","10220.00","9930.00","9930.00","12616.35","9000.00","8298.64","8142.60","8291.55","1205.00","900.00","812.00","820.00","835.00"
"Ragi","Haryana","Kharif","","","","","","","0.00","","","","","","","",""
"Ragi","Haryana","Total","","","","","","","0.00","","","","","","","",""
"Ragi","Himachal Pradesh","Kharif","583.00","1131.00","1149.00","1024.00","912.00","490.89","1059.75","976.65","788.48","702.24","842.00","937.00","850.00","770.00","770.00"
"Ragi","Himachal Pradesh","Total","583.00","1131.00","1149.00","1024.00","912.00","490.89","1059.75","976.65","788.48","702.24","842.00","937.00","850.00","770.00","770.00"
"Ragi","Jammu And Kashmir","Kharif","0.00","0.00","226.00","226.00","226.00","0.00","0.00","123.85","123.85","123.85","0.00","0.00","548.00","548.00","548.00"
"Ragi","Jammu And Kashmir","Total","0.00","0.00","226.00","226.00","226.00","0.00","0.00","123.85","123.85","123.85","0.00","0.00","548.00","548.00","548.00"
"Ragi","Jharkhand","Kharif","18768.00","19025.00","16417.00","31512.00","39938.00","16403.23","16703.95","12723.18","30598.15","44171.43","874.00","878.00","775.00","971.00","1106.00"
"Ragi","Jharkhand","Total","18768.00","19025.00","16417.00","31512.00","39938.00","16403.23","16703.95","12723.18","30598.15","44171.43","874.00","878.00","775.00","971.00","1106.00"
"Ragi","Karnataka","Kharif","785000.00","846000.00","812000.00","827000.00","879000.00","1369825.00","1126872.00","1148168.00","1034577.00","1358934.00","1745.00","1332.00","1414.00","1251.00","1546.00"
"Ragi","Karnataka","Total","785000.00","846000.00","812000.00","827000.00","879000.00","1369825.00","1126872.00","1148168.00","1034577.00","1358934.00","1745.00","1332.00","1414.00","1251.00","1546.00"
"Ragi","Kerala","Kharif","230.00","168.00","125.00","220.00","127.16","330.05","279.05","212.00","292.82","205.36","1435.00","1661.00","1696.00","1331.00","1615.00"
"Ragi","Kerala","Total","230.00","168.00","125.00","220.00","127.16","330.05","279.05","212.00","292.82","205.36","1435.00","1661.00","1696.00","1331.00","1615.00"
"Ragi","Ladakh","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Ladakh","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Lakshadweep","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Lakshadweep","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Madhya Pradesh","Kharif","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Ragi","Madhya Pradesh","Total","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Ragi","Maharashtra","Kharif","81600.00","81260.00","68600.00","68890.00","68670.00","93921.60","102631.38","91032.20","112635.15","95931.99","1151.00","1263.00","1327.00","1635.00","1397.00"
"Ragi","Maharashtra","Total","81600.00","81260.00","68600.00","68890.00","68670.00","93921.60","102631.38","91032.20","112635.15","95931.99","1151.00","1263.00","1327.00","1635.00","1397.00"
"Ragi","Manipur","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Manipur","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Meghalaya","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Meghalaya","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Mizoram","Kharif","","","","","","","0.00","","","","","","","",""
"Ragi","Mizoram","Total","","","","","","","0.00","","","","","","","",""
"Ragi","Nagaland","Kharif","350.00","340.00","387.00","360.00","972.00","339.85","218.96","373.84","309.60","928.26","971.00","644.00","966.00","860.00","955.00"
"Ragi","Nagaland","Total","350.00","340.00","387.00","360.00","972.00","339.85","218.96","373.84","309.60","928.26","971.00","644.00","966.00","860.00","955.00"
"Ragi","Odisha","Kharif","41310.00","54980.00","42840.00","65515.00","53090.00","32882.76","43654.12","37399.32","55884.30","46294.48","796.00","794.00","873.00","853.00","872.00"
"Ragi","Odisha","Total","41310.00","54980.00","42840.00","65515.00","53090.00","32882.76","43654.12","37399.32","55884.30","46294.48","796.00","794.00","873.00","853.00","872.00"
"Ragi","Puducherry","Kharif","45.00","46.00","72.00","23.00","17.00","108.99","111.00","173.02","67.00","51.00","2422.00","2413.00","2403.00","2913.00","3000.00"
"Ragi","Puducherry","Total","45.00","46.00","72.00","23.00","17.00","108.99","111.00","173.02","67.00","51.00","2422.00","2413.00","2403.00","2913.00","3000.00"
"Ragi","Punjab","Kharif","","","","","","","0.00","","","","","","","",""
"Ragi","Punjab","Total","","","","","","","0.00","","","","","","","",""
"Ragi","Rajasthan","Kharif","","","","","","","0.00","","","","","","","",""
"Ragi","Rajasthan","Total","","","","","","","0.00","","","","","","","",""
"Ragi","Sikkim","Kharif","","2043.00","290.00","1809.00","1809.00","","2126.76","302.47","1895.83","1895.83","","1041.00","1043.00","1048.00","1048.00"
"Ragi","Sikkim","Total","","2043.00","290.00","1809.00","1809.00","","2126.76","302.47","1895.83","1895.83","","1041.00","1043.00","1048.00","1048.00"
"Ragi","Tamil Nadu","Kharif","82920.00","74440.00","69600.00","71140.00","64280.00","288644.52","227488.64","206503.20","244152.48","242008.41","3481.00","3056.00","2967.00","3432.00","3765.00"
"Ragi","Tamil Nadu","Total","82920.00","74440.00","69600.00","71140.00","64280.00","288644.52","227488.64","206503.20","244152.48","242008.41","3481.00","3056.00","2967.00","3432.00","3765.00"
"Ragi","Telangana","Kharif","1000.00","1000.00","","","360.00","1343.00","1647.00","","","330.12","1343.00","1647.00","","","917.00"
"Ragi","Telangana","Total","1000.00","1000.00","","","360.00","1343.00","1647.00","","","330.12","1343.00","1647.00","","","917.00"
"Ragi","Tripura","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Tripura","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Ragi","Uttar Pradesh","Kharif","","","","","","","0.00","","","","","","","",""
"Ragi","Uttar Pradesh","Total","","","","","","","0.00","","","","","","","",""
"Ragi","Uttarakhand","Kharif","89000.00","86000.00","76000.00","68806.00","65150.00","129851.00","127108.00","114228.00","105961.24","103132.45","1459.00","1478.00","1503.00","1540.00","1583.00"
"Ragi","Uttarakhand","Total","89000.00","86000.00","76000.00","68806.00","65150.00","129851.00","127108.00","114228.00","105961.24","103132.45","1459.00","1478.00","1503.00","1540.00","1583.00"
"Ragi","West Bengal","Kharif","6029.00","5326.00","4733.00","6476.00","5625.00","6469.12","6263.38","5783.73","6229.91","5692.50","1073.00","1176.00","1222.00","962.00","1012.00"
"Ragi","West Bengal","Total","6029.00","5326.00","4733.00","6476.00","5625.00","6469.12","6263.38","5783.73","6229.91","5692.50","1073.00","1176.00","1222.00","962.00","1012.00"
"Ragi","All India","Kharif","1159395.00","1218429.00","1163268.00","1214618.00","1247874.16","1998360.77","1701117.81","1691366.46","1669686.37","1977163.85","1724.00","1396.00","1454.00","1375.00","1584.00"
"Ragi","All India","Total","1159395.00","1218429.00","1163268.00","1214618.00","1247874.16","1998360.77","1701117.81","1691366.46","1669686.37","1977163.85","1724.00","1396.00","1454.00","1375.00","1584.00"
"Small Millets","Andaman And Nicobar Islands","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Small Millets","Andaman And Nicobar Islands","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Small Millets","Andhra Pradesh","Kharif","22000.00","14000.00","11000.00","12510.00","31000.00","19008.00","13006.00","9461.00","11286.84","26297.00","864.00","929.00","860.00","902.00","848.00"
"Small Millets","Andhra Pradesh","Total","22000.00","14000.00","11000.00","12510.00","31000.00","19008.00","13006.00","9461.00","11286.84","26297.00","864.00","929.00","860.00","902.00","848.00"
"Small Millets","Arunachal Pradesh","Kharif","26817.00","27120.00","","","","27621.51","28014.96","","","","1030.00","1033.00","","",""
"Small Millets","Arunachal Pradesh","Total","26817.00","27120.00","","","","27621.51","28014.96","","","","1030.00","1033.00","","",""
"Small Millets","Assam","Kharif","4973.00","4820.00","6000.00","7671.00","7209.00","3262.29","3200.48","4794.00","5677.73","5597.18","656.00","664.00","799.00","740.00","776.00"
"Small Millets","Assam","Total","4973.00","4820.00","6000.00","7671.00","7209.00","3262.29","3200.48","4794.00","5677.73","5597.18","656.00","664.00","799.00","740.00","776.00"
"Small Millets","Bihar","Kharif","2174.00","1699.00","1534.00","1692.00","2105.00","1637.02","1282.75","1156.64","1277.46","1580.86","753.00","755.00","754.00","755.00","751.00"
"Small Millets","Bihar","Total","2174.00","1699.00","1534.00","1692.00","2105.00","1637.02","1282.75","1156.64","1277.46","1580.86","753.00","755.00","754.00","755.00","751.00"
"Small Millets","Chandigarh","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Small Millets","Chandigarh","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Small Millets","Chhattisgarh","Kharif","84620.00","52350.00","43720.00","41220.00","30500.00","21831.96","26230.00","21525.14","24683.33","17454.91","258.00","501.00","492.00","599.00","572.00"
"Small Millets","Chhattisgarh","Total","84620.00","52350.00","43720.00","41220.00","30500.00","21831.96","26230.00","21525.14","24683.33","17454.91","258.00","501.00","492.00","599.00","572.00"
"Small Millets","Dadra And Nagar Haveli","Kharif","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Small Millets","Dadra And Nagar Haveli","Total","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Small Millets","Daman And Diu","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Small Millets","Daman And Diu","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Small Millets","Delhi","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Small Millets","Delhi","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Small Millets","Goa","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Small Millets","Goa","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Small Millets","Gujarat","Kharif","8460.00","11510.00","7780.00","12030.00","13730.00","13036.86","22881.88","15987.90","28980.27","29725.45","1541.00","1988.00","2055.00","2409.00","2165.00"
"Small Millets","Gujarat","Total","8460.00","11510.00","7780.00","12030.00","13730.00","13036.86","22881.88","15987.90","28980.27","29725.45","1541.00","1988.00","2055.00","2409.00","2165.00"
"Small Millets","Haryana","Kharif","","","","","","","0.00","","","","","","","",""
"Small Millets","Haryana","Total","","","","","","","0.00","","","","","","","",""
"Small Millets","Himachal Pradesh","Kharif","2405.00","1673.00","1586.00","1602.00","1654.00","2337.66","1137.64","1095.99","1106.37","1144.23","972.00","680.00","691.00","691.00","692.00"
"Small Millets","Himachal Pradesh","Total","2405.00","1673.00","1586.00","1602.00","1654.00","2337.66","1137.64","1095.99","1106.37","1144.23","972.00","680.00","691.00","691.00","692.00"
"Small Millets","Jammu And Kashmir","Kharif","8110.00","2123.00","298.00","194.00","456.00","2141.04","857.69","172.97","79.64","210.75","264.00","404.00","580.00","411.00","462.00"
"Small Millets","Jammu And Kashmir","Total","8110.00","2123.00","298.00","194.00","456.00","2141.04","857.69","172.97","79.64","210.75","264.00","404.00","580.00","411.00","462.00"
"Small Millets","Jharkhand","Kharif","","","","","","","0.00","","","","","","","",""
"Small Millets","Jharkhand","Total","","","","","","","0.00","","","","","","","",""
"Small Millets","Karnataka","Kharif","26000.00","29000.00","32000.00","29000.00","51000.00","20228.00","23867.00","25354.00","21622.00","73674.00","778.00","823.00","792.00","746.00","1445.00"
"Small Millets","Karnataka","Total","26000.00","29000.00","32000.00","29000.00","51000.00","20228.00","23867.00","25354.00","21622.00","73674.00","778.00","823.00","792.00","746.00","1445.00"
"Small Millets","Kerala","Kharif","50.00","34.00","36.00","77.48","45.39","37.25","41.00","45.00","70.12","58.01","745.00","1206.00","1250.00","905.00","1278.00"
"Small Millets","Kerala","Total","50.00","34.00","36.00","77.48","45.39","37.25","41.00","45.00","70.12","58.01","745.00","1206.00","1250.00","905.00","1278.00"
"Small Millets","Ladakh","Kharif","","0.00","","","275.80","","0.00","","","219.54","","0.00","","","796.00"
"Small Millets","Ladakh","Total","","0.00","","","275.80","","0.00","","","219.54","","0.00","","","796.00"
"Small Millets","Lakshadweep","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Small Millets","Lakshadweep","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Small Millets","Madhya Pradesh","Kharif","78000.00","89000.00","145000.00","140000.00","106000.00","69420.00","76540.00","140650.00","135940.00","103986.00","890.00","860.00","970.00","971.00","981.00"
"Small Millets","Madhya Pradesh","Total","78000.00","89000.00","145000.00","140000.00","106000.00","69420.00","76540.00","140650.00","135940.00","103986.00","890.00","860.00","970.00","971.00","981.00"
"Small Millets","Maharashtra","Kharif","37000.00","60260.00","54300.00","58410.00","48050.00","16724.00","26032.32","27367.20","29613.87","25802.85","452.00","432.00","504.00","507.00","537.00"
"Small Millets","Maharashtra","Total","37000.00","60260.00","54300.00","58410.00","48050.00","16724.00","26032.32","27367.20","29613.87","25802.85","452.00","432.00","504.00","507.00","537.00"
"Small Millets","Manipur","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
